EmpID,EmpName,EngDt,TermDt,DepID,GenderID,RaceID,MgrID,DOB,PayRate,Level
633,"Massie, Leigh K",01/01/2015,,4,0,5,626,03/Jun/1978,,12
634,"Turner, Bevis Y",01/01/2015,,1,0,3,622,02/Jan/1969,,15
635,"Pryde, Frances L",01/01/2015,,7,1,3,587,27/Aug/1978,,11
636,"Rasul, Chi O",01/01/2015,,5,0,3,594,09/Feb/1978,,12
637,"Lloyd, Leonard S",31/07/2016,15/Jul/2017,4,0,5,626,26/Oct/1977,,12
638,"Nielson, Simon O",01/01/2015,,2,0,1,625,17/Aug/1980,,11
639,"Jarvis, George O",25/01/2015,,1,0,2,622,24/Sep/1985,,15
640,"Field, Jeanne L",01/01/2015,,10,1,4,607,05/Aug/1979,,13
641,"Cousins, Lisa R",11/05/2016,20/Oct/2020,3,1,2,588,20/Sep/1971,,12
642,"Hulme, Lynnette Z",28/02/2015,,4,1,4,626,01/Jul/1987,,12
643,"Pryde, Rajesh W",01/01/2015,25/Aug/2023,1,0,4,622,13/Nov/1990,,15
644,"Deering, Dimitrios E",20/01/2016,,7,0,2,587,25/Jan/1996,,11
645,"Hulme, John J",10/06/2015,,5,0,4,594,15/Jun/1995,,12
646,"Andrews, Anne H",29/08/2015,,1,1,4,622,20/Aug/1985,,15
647,"Mills, Joanna O",01/01/2015,11/Apr/2018,10,1,2,607,03/Feb/1990,,13
648,"Marsden, Leonard X",01/01/2015,26/Jun/2016,2,0,2,625,09/Feb/1977,,11
649,"Channing, Bruno A",18/02/2016,25/Aug/2018,3,0,3,588,25/Aug/1977,,12
650,"McCarthy, Elizabeth T",01/01/2015,05/Jun/2015,7,1,4,587,06/May/1977,,11
651,"Smith, John S",01/01/2015,18/Aug/2023,3,0,3,649,22/Oct/1985,,13
652,"Devlin, Graham V",08/01/2016,,7,0,5,650,17/Dec/1975,,12
653,"Dingley, Jonathan T",01/01/2015,,2,0,1,625,25/Jul/1961,,11
654,"Scholes, Iris L",01/01/2015,,6,1,1,623,26/Sep/1965,,14
655,"Marsden, Helen O",01/01/2015,29/Mar/2022,3,1,1,649,21/Oct/1981,,13
656,"Barrett, Rebecca C",01/01/2015,17/May/2022,8,1,5,627,26/Jan/1982,,13
657,"Nash, Diane T",01/01/2015,05/Feb/2022,5,1,3,594,25/Jul/1977,,12
658,"Ranson, Sally N",18/11/2015,,1,1,4,622,06/Feb/1979,,15
659,"King, Dimitrios F",05/10/2015,,6,0,3,623,15/May/1979,,14
660,"Wright, Frank V",18/07/2015,,7,0,3,650,07/Feb/1973,,12
661,"Geraghty, Timothy D",09/07/2015,,7,0,4,650,09/Jan/1964,,12
662,"Field, Sally F",31/01/2016,17/Jul/2016,8,1,4,627,04/Dec/1994,,13
663,"Marsden, Dimitrios W",05/12/2015,30/Dec/2018,4,0,1,626,25/May/1977,,12
664,"Woodbridge, Samantha F",01/01/2015,,10,1,3,607,12/Dec/1973,,13
665,"Wright, Bruno B",01/01/2015,01/Feb/2017,3,0,4,649,24/Jan/1980,,13
666,"Dawber, Miroslawa P",01/01/2015,29/Apr/2020,10,1,4,607,13/Jan/1968,,13
667,"Parrett, Nicholas Q",01/01/2015,,2,0,4,625,24/Nov/1975,,11
668,"Smith, Gordon J",26/06/2015,,9,0,2,486,08/May/1992,,9
669,"Roberts, Steven S",01/01/2015,,5,0,4,594,25/Oct/1970,,12
670,"Leyland, Simon W",19/07/2016,,1,0,3,622,16/Nov/1975,,15
671,"Rutherford, Christopher S",18/09/2015,23/Jun/2016,4,0,3,626,07/May/1978,,12
672,"Murray, Sandra N",18/08/2015,21/Mar/2023,10,1,4,607,14/Jan/1990,,13
673,"Lewis, Syed G",01/01/2015,21/Jul/2021,8,0,2,627,15/Jun/1961,,13
674,"Colley, Adele D",01/01/2015,19/Mar/2015,5,1,2,669,12/Jan/1980,,13
675,"Scholes, Joseph F",06/11/2016,,4,0,2,671,21/Jan/1985,,13
676,"Brant, Arthur T",01/01/2015,26/Nov/2018,6,0,4,623,10/Jul/1972,,14
677,"Polizzi, Jean U",05/12/2015,,6,1,1,623,29/Aug/1995,,14
678,"Standen, Ann Q",10/07/2015,11/Aug/2022,7,1,5,650,12/Jun/1990,,12
679,"Morris, Jill I",05/02/2015,,7,1,3,650,22/Mar/1964,,12
680,"Devlin, Amanda H",01/01/2015,,2,1,2,625,04/Nov/1972,,11
681,"Gorton, Elisabeth N",01/01/2015,,3,1,4,649,14/Sep/1956,,13
682,"Robinson, Bruno L",13/01/2016,,10,0,4,672,27/Jun/1968,,14
683,"Colley, Nuala F",01/01/2015,,5,1,4,669,01/May/1979,,13
684,"Shearer, Simone F",07/12/2017,,1,1,5,670,12/Dec/1997,,16
685,"Gadd, John P",01/06/2016,,4,0,3,671,15/Dec/1970,,13
686,"Parrett, Kevin U",01/01/2015,14/Jul/2022,8,0,2,627,23/Jul/1977,,13
687,"Dingley, Joanna A",01/01/2015,21/Jul/2018,3,1,3,649,18/Oct/1972,,13
688,"Walmsley, Steven S",08/01/2017,,7,0,1,650,11/Aug/1967,,12
689,"Pryde, Laura D",24/05/2015,,1,1,5,670,06/Mar/1983,,16
690,"Lewis, Clare U",08/12/2016,,6,1,1,677,27/Jul/1963,,15
691,"Rutherford, Francis X",01/01/2015,,6,0,1,677,07/Aug/1972,,15
692,"John, Robert Z",17/12/2015,31/Mar/2020,5,0,2,669,22/Dec/1995,,13
693,"Parkes, Philip J",01/01/2015,,10,0,4,672,18/Nov/1975,,14
694,"Channing, Ripduman P",01/01/2015,,7,1,4,688,10/Jan/1981,,13
695,"Scholes, Irene Z",05/04/2015,,7,1,3,688,26/Oct/1979,,13
696,"Coppin, George D",01/01/2015,,8,0,5,686,27/Oct/1973,,14
697,"Woodbridge, Gary K",12/09/2015,18/Dec/2017,4,0,3,671,06/Oct/1977,,13
698,"Johnson, Paul J",20/04/2016,,6,0,4,677,20/Apr/1977,,15
699,"Crompton, Colin M",04/01/2016,,1,0,5,670,22/Jun/1969,,16
700,"Barrett, Ann I",14/10/2015,,2,1,4,625,25/Sep/1978,,11
701,"Mills, Hannah J",01/01/2015,17/Jun/2018,8,1,3,686,16/Oct/1991,,14
702,"Hyslop, Kay H",26/02/2015,,7,1,3,688,07/Sep/1976,,13
703,"Pryde, Martin M",01/01/2015,,1,0,5,670,14/Oct/1965,,16
704,"Polizzi, Diana S",01/01/2015,,8,1,1,686,29/Jan/1975,,14
705,"Hardy, Colette M",17/09/2015,13/Aug/2021,5,1,2,669,22/Jun/1980,,13
706,"Shelley, Gillian M",21/03/2016,09/Jul/2019,4,1,4,671,30/May/1985,,13
707,"Johnson, Linda F",29/03/2016,17/Jul/2019,1,1,1,670,23/Jul/1975,,16
708,"Woolley, Russell M",01/01/2015,10/Jun/2020,3,0,4,649,31/May/1964,,13
709,"Devlin, Adam W",01/01/2015,,10,0,4,672,31/May/1983,,14
710,"Roberts, Adele C",09/02/2015,15/Apr/2020,10,1,4,672,02/May/1971,,14
711,"Crompton, Sonia U",01/01/2015,,6,1,5,677,19/Jun/1965,,15
712,"Sheldrick, Lisa U",01/01/2015,14/Apr/2021,10,1,1,672,08/Nov/1976,,14
713,"Barrett, Bhavna R",14/05/2016,,6,1,5,677,24/Feb/1972,,15
714,"Bennett, Douglas I",01/01/2015,,10,0,2,672,28/Jan/1966,,14
715,"Shearer, Russell J",01/01/2015,20/Apr/2022,10,0,1,714,02/Nov/1969,,15
716,"Lloyd, Joanna S",01/01/2015,,2,1,4,700,15/Feb/1984,,12
717,"Roberts, Nuala B",01/01/2015,03/Jul/2021,8,1,4,686,31/May/1970,,14
718,"Mead, Frances H",01/01/2015,,8,1,5,686,24/Mar/1971,,14
719,"Hulme, Amanda D",05/08/2015,,6,1,5,677,12/Jun/1988,,15
720,"Shelley, Joanna N",01/01/2015,07/Jun/2023,4,1,5,671,25/Aug/1988,,13
721,"Hardy, George F",01/01/2015,05/Sep/2020,10,0,3,714,06/Feb/1983,,15
722,"Gadd, Michael E",01/01/2015,02/May/2019,8,0,1,686,01/Dec/1986,,14
723,"Parkes, Jane F",29/04/2015,,9,1,5,668,04/May/1995,,10
724,"Seabrook, Simone H",09/01/2016,,1,1,3,670,27/Mar/1988,,16
725,"Mongan, Samantha G",14/10/2015,,5,1,5,669,01/Apr/1983,,13
726,"Woodbridge, Nazma D",15/02/2015,28/May/2023,4,1,2,671,01/Dec/1983,,13
727,"Murray, Antony T",28/09/2015,21/Aug/2023,3,0,5,708,02/Nov/1978,,14
728,"Green, Alison F",01/01/2015,20/Jul/2022,5,1,5,669,31/Jul/1982,,13
729,"Lamb, Christopher I",10/06/2015,,9,0,2,668,21/Feb/1970,,10
730,"Pooley, Harry H",20/06/2015,,1,0,1,724,14/Sep/1965,,17
731,"Cousins, Elisabeth Y",19/11/2015,,2,1,1,700,30/Jun/1984,,12
732,"Field, Colin K",29/09/2015,,2,0,4,700,30/May/1978,,12
733,"Simpson, Paulin R",09/10/2015,15/Mar/2019,4,0,2,726,19/Mar/1973,,14
734,"Gibbs, Joanne V",01/01/2015,18/Jul/2019,1,1,5,724,30/Sep/1994,,17
735,"Cousins, Gary X",01/01/2015,15/Jun/2022,9,0,2,668,19/Jan/1977,,10
736,"King, Paul C",09/02/2015,,4,0,2,726,15/Oct/1972,,14
737,"Primrose, Carol I",28/09/2015,,5,1,3,728,09/Apr/1963,,14
738,"Nash, Roger X",01/01/2015,,10,0,3,714,15/Feb/1969,,15
739,"Massie, John V",01/01/2015,,10,0,5,714,06/Jan/1995,,15
740,"Swart, Liam J",01/01/2015,,7,0,2,688,24/Feb/1967,,13
741,"Simpson, Alan O",01/01/2015,,6,0,2,719,19/Oct/1973,,16
742,"Parrett, Dimitrios S",01/01/2015,,1,0,1,724,17/Mar/1962,,17
743,"Field, Rosalie W",28/02/2016,28/May/2021,8,1,2,722,01/Apr/1957,,15
744,"MacMillan, David K",11/04/2017,,5,0,2,728,29/Sep/1961,,14
745,"Gore, Jayne L",01/01/2015,,2,1,2,700,03/Mar/1974,,12
746,"Haigh, Steven I",01/01/2015,,8,0,3,722,19/May/1974,,15
747,"Channing, Tracey E",01/01/2015,,7,1,2,688,01/Apr/1982,,13
748,"Deering, Adrian K",12/12/2016,27/Feb/2020,1,0,5,724,18/Jan/1996,,17
749,"Sheldrick, Lynnette E",29/03/2015,15/Aug/2023,5,1,1,728,25/Feb/1966,,14
750,"Lamb, Clare Y",01/01/2015,,6,1,2,719,23/Apr/1973,,16
751,"Bland, Alan W",01/01/2015,30/Mar/2023,1,0,2,724,20/Mar/1967,,17
752,"Robinson, Emma L",17/06/2015,,9,1,2,668,22/Jun/1995,,10
753,"Kralj, Sylvia X",13/06/2015,11/Aug/2022,1,1,1,724,24/Sep/1978,,17
754,"Polizzi, Nicola S",23/11/2016,,8,1,4,722,02/May/1950,,15
755,"Barrett, Joseph D",09/05/2015,,5,0,5,728,09/Apr/1973,,14
756,"Gibbs, Dimitrios T",07/09/2015,15/Sep/2015,4,0,2,726,28/Feb/1964,,14
757,"Barrett, Robert T",11/05/2016,,3,0,5,708,22/Mar/1986,,14
758,"Smith, Kathryn U",12/08/2015,11/Jun/2022,9,1,3,668,25/Dec/1967,,10
759,"Walmsley, Dimitrios D",01/01/2015,,1,0,2,753,09/May/1972,,18
760,"Lloyd, Andree K",28/01/2016,,9,1,3,668,31/Mar/1974,,10
761,"Lewis, Sharmin Y",30/11/2016,,6,1,1,719,09/Dec/1986,,16
762,"Wilson, Adrian J",01/01/2015,19/Jun/2023,2,0,1,700,12/Feb/1963,,12
763,"Parke, Rebecca B",01/01/2015,12/Jul/2021,5,1,3,728,19/Dec/1965,,14
764,"John, Daniel Q",21/05/2015,,9,0,1,760,21/Jul/1989,,11
765,"Powell, Colin P",06/01/2015,,2,0,1,700,18/Jun/1979,,12
766,"Deering, Grace O",01/01/2015,17/Nov/2017,3,1,1,708,05/Nov/1980,,14
767,"Choi, Jeanne Z",21/11/2015,,1,1,5,753,22/Sep/1984,,18
768,"Smith, Patricia P",13/10/2015,,8,1,1,722,28/May/1979,,15
769,"Mongan, Katie W",01/01/2015,13/Aug/2016,8,1,3,722,13/May/1971,,15
770,"Johnson, Chi N",06/10/2015,03/Sep/2020,3,0,5,708,14/Jun/1960,,14
771,"Deering, Olu C",15/05/2016,20/Nov/2020,2,0,4,765,04/Jul/1971,,13
772,"Shelley, Dimitrios J",15/05/2016,29/Jun/2022,9,0,3,760,23/Apr/1979,,11
773,"Brant, Paul X",26/04/2015,,6,0,5,719,28/Feb/1990,,16
774,"Mongan, Nishma L",21/04/2016,,9,1,1,760,09/Jan/1967,,11
775,"Robinson, Darren P",01/01/2015,07/Aug/2020,3,0,5,708,05/Oct/1980,,14
776,"Field, Margaret F",12/07/2015,09/Jun/2021,8,1,2,722,20/Jan/1987,,15
777,"Bennett, Frank W",19/01/2015,,10,0,4,714,01/Mar/1973,,15
778,"Murray, Hannah L",13/01/2015,,4,1,2,726,26/Sep/1961,,14
779,"Shelley, Nishma P",01/01/2015,18/May/2015,7,1,4,688,10/Mar/1959,,13
780,"Simpson, Josie E",01/11/2015,27/Jul/2019,7,1,4,779,07/Sep/1974,,14
781,"Jones, Gordon X",15/01/2015,10/Jun/2017,5,0,3,728,21/Mar/1986,,14
782,"Jackson, Giulio S",01/01/2015,13/Nov/2019,1,0,1,753,16/Dec/1984,,18
783,"Gilroy, Josie G",04/02/2015,09/Jun/2020,9,1,5,760,05/Aug/1971,,11
784,"Rasul, Giulio N",03/02/2016,,1,0,2,753,25/Jan/1973,,18
785,"Colley, Bevis F",01/01/2015,,5,0,5,781,03/Aug/1969,,15
786,"Scholes, Sonia J",11/11/2015,07/Jul/2019,6,1,5,719,16/Sep/1974,,16
787,"Walmsley, Nuala T",01/01/2015,02/Mar/2020,3,1,4,708,15/Apr/1979,,14
788,"Primrose, Leslie I",15/02/2015,,5,0,5,781,11/Jan/1980,,15
789,"Wright, Rebecca Y",01/01/2015,,4,1,1,726,12/Mar/1981,,14
790,"Rutherford, Leigh P",05/11/2015,09/Nov/2020,1,0,2,753,04/Aug/1993,,18
791,"Richardson, Nuala F",01/01/2015,,2,1,5,765,06/Jan/1995,,13
792,"Powell, Adele T",16/01/2015,,1,1,4,753,07/Sep/1972,,18
793,"Wright, Iris E",06/06/2015,,5,1,1,781,13/Jul/1967,,15
794,"Gibbs, Nazma O",20/04/2016,03/Sep/2017,2,1,4,765,27/Sep/1973,,13
795,"Parrett, Rebecca U",26/05/2016,,2,1,5,765,29/Jul/1973,,13
796,"Morris, Chi A",01/01/2015,,4,0,2,726,16/Sep/1976,,14
797,"Andrews, Diana E",26/04/2015,,4,1,1,796,14/Oct/1982,,15
798,"Choi, Daniel K",28/09/2015,,2,0,4,765,23/Nov/1983,,13
799,"Mead, Darren R",13/04/2015,27/Apr/2015,5,0,3,781,26/Jul/1986,,15
800,"Henry, Gordon F",13/05/2016,,9,0,2,760,18/Jan/1968,,11
801,"Wright, Jean A",13/10/2016,,3,1,5,787,18/Mar/1975,,15
802,"Ewart, Giulio G",01/01/2015,04/Jul/2019,5,0,5,781,17/Sep/1965,,15
803,"Hardy, Brenda A",01/01/2015,,7,1,4,779,24/May/1974,,14
804,"Scholes, Selina O",28/05/2015,27/Jul/2015,9,1,2,760,13/May/1971,,11
805,"Robinson, Jayne W",01/01/2015,26/Jul/2020,7,1,4,779,08/Dec/1967,,14
806,"MacMillan, Peter I",01/01/2015,19/Jun/2021,5,0,4,781,17/Jan/1977,,15
807,"Smith, Tracey Y",07/10/2015,,10,1,3,714,03/Jul/1968,,15
808,"Turner, Chi D",01/01/2015,,8,0,4,776,10/Mar/1954,,16
809,"Hardy, Jeanne X",01/01/2015,,1,1,2,792,28/Dec/1966,,19
810,"Swart, Alan S",15/01/2015,,7,0,4,779,20/Feb/1957,,14
811,"Coppin, Venetia R",02/03/2015,15/Dec/2018,10,1,2,807,21/Nov/1965,,16
812,"Mongan, Tracey D",12/01/2015,23/Jul/2022,1,1,1,792,16/Sep/1968,,19
813,"MacMillan, Antony I",13/12/2015,,8,0,1,776,30/Dec/1972,,16
814,"Green, Phyllis Q",01/01/2015,17/Apr/2018,4,1,3,796,11/Dec/1976,,15
815,"Woolley, Leslie H",01/01/2015,,9,0,3,804,09/Oct/1970,,12
816,"Primrose, Syed S",15/07/2016,,1,0,5,792,27/Jan/1964,,19
817,"Gilroy, Syed F",01/01/2015,,2,0,4,765,21/Dec/1982,,13
818,"Murray, Angela E",29/01/2015,,1,1,4,792,24/Sep/1967,,19
819,"Henry, Robert Z",17/12/2015,,4,0,4,796,18/Jun/1982,,15
820,"Deering, Robert B",01/01/2015,11/Jul/2023,3,0,5,787,05/Jan/1977,,15
821,"Lamb, Jean S",01/01/2015,,7,1,3,779,10/Nov/1973,,14
822,"Rasul, Carol O",18/09/2015,09/Mar/2019,1,1,3,792,19/Dec/1956,,19
823,"Coombs, Phyllis W",24/04/2015,25/Feb/2020,6,1,3,719,26/Jun/1973,,16
824,"Swart, Frank G",01/01/2015,25/Aug/2023,10,0,2,807,27/Aug/1980,,16
825,"Barrett, Hannah B",04/09/2015,,7,1,1,779,17/Jul/1973,,14
826,"Mills, Grace X",01/01/2015,,9,1,4,804,06/Jul/1950,,12
827,"Field, Elizabeth E",01/01/2015,,1,1,3,792,16/Jan/1973,,19
828,"Seabrook, Amanda N",01/01/2015,,7,1,5,825,16/Jan/1976,,15
829,"Smith, William J",01/01/2015,,7,0,2,825,17/Apr/1980,,15
830,"Andrews, Simone K",09/09/2016,22/Jul/2020,9,1,5,804,10/Jan/1968,,12
831,"Massie, Herbert A",03/11/2015,,2,0,1,817,31/Oct/1982,,14
832,"Scholes, Colin A",06/07/2016,,8,0,1,776,25/Mar/1963,,16
833,"Swart, Antony U",01/01/2015,,1,0,1,827,06/Jan/1971,,20
834,"Andrews, Brenda D",01/01/2015,26/Sep/2017,4,1,2,796,31/Dec/1977,,15
835,"Wright, Douglas O",01/01/2015,06/Aug/2017,4,0,4,796,27/Feb/1974,,15
836,"Robinson, Julie V",01/01/2015,,6,1,3,823,07/Jun/1972,,17
837,"Andrews, Chi M",01/01/2015,29/May/2017,2,0,3,817,05/Nov/1971,,14
838,"Kralj, Emma I",11/12/2015,,9,1,5,804,30/Jan/1971,,12
839,"Leyland, Diane Z",22/11/2015,16/Sep/2017,10,1,2,807,10/Nov/1977,,16
840,"Parke, Josie E",02/11/2015,08/Sep/2023,7,1,4,825,13/Aug/1975,,15
841,"Coppin, Carmel Q",29/06/2015,,5,1,5,806,13/Nov/1984,,16
842,"Gadd, Simon D",01/01/2015,,8,0,4,776,24/Jan/1970,,16
843,"Turner, Lynnette J",01/01/2015,,5,1,5,806,19/Jun/1963,,16
844,"Haigh, Grace F",01/01/2015,,3,1,5,787,02/Jul/1972,,15
845,"Coppin, Adele I",30/01/2015,08/Sep/2019,3,1,4,787,09/Feb/1981,,15
846,"Gibbs, Judy R",02/05/2015,03/Aug/2022,5,1,4,806,14/Dec/1978,,16
847,"Fleet, Antony Y",16/05/2016,06/Aug/2021,3,0,1,787,07/Jun/1965,,15
848,"Pooley, James B",22/04/2016,,9,0,1,804,14/May/1966,,12
849,"Walmsley, Adam U",04/05/2015,,1,0,3,827,08/Jan/1963,,20
850,"King, David D",01/01/2015,13/Feb/2021,4,0,1,796,14/Oct/1970,,15
851,"Gilroy, Sharmin V",01/01/2015,,7,1,5,825,10/Oct/1978,,15
852,"Parke, William X",23/11/2015,25/Aug/2022,9,0,3,804,10/Apr/1984,,12
853,"Kralj, Kathleen E",15/05/2015,,3,1,5,787,07/Aug/1948,,15
854,"Pooley, Selina R",17/04/2015,20/Aug/2020,9,1,3,852,20/Jun/1973,,13
855,"Woolley, Elsie F",01/01/2015,07/Jan/2020,2,1,2,817,01/Nov/1979,,14
856,"Cousins, Chi X",04/01/2015,12/Sep/2022,8,0,4,776,26/Feb/1971,,16
857,"Mongan, Antony P",01/01/2015,,2,0,2,817,07/Aug/1973,,14
858,"Stevenson, Tirzah K",01/07/2015,19/Jan/2019,4,1,3,850,13/Jun/1991,,16
859,"Gilroy, Catherine F",24/03/2015,,2,1,1,817,08/Jul/1969,,14
860,"Bland, Simone E",01/05/2015,,8,1,1,776,19/May/1985,,16
861,"Gibbs, Syed F",01/01/2015,,4,0,2,850,23/Dec/1973,,16
862,"Woolley, Lisa N",01/01/2015,20/Aug/2019,3,1,4,853,10/Feb/1989,,16
863,"Andrews, Selina A",01/01/2015,17/Nov/2020,1,1,5,827,03/May/1974,,20
864,"Gorton, Elizabeth X",09/01/2016,,5,1,3,806,25/Jan/1971,,16
865,"Henry, Kathleen F",29/07/2015,,2,1,3,817,17/Jul/1961,,14
866,"Shute, Edward E",01/01/2015,,1,0,3,827,21/Feb/1972,,20
867,"Deering, Timothy T",01/01/2015,12/Aug/2022,4,0,5,850,28/Apr/1969,,16
868,"Roberts, Daniel H",20/11/2015,,1,0,3,827,03/Sep/1983,,20
869,"Richardson, Margaret T",25/07/2016,01/Jan/2024,9,1,3,852,13/Jun/1972,,13
870,"Johnson, Gordon N",01/01/2015,,10,0,3,807,14/Oct/1971,,16
871,"Murray, Sonia P",01/01/2015,,3,1,5,853,30/Sep/1981,,16
872,"Jarvis, Daniel K",01/01/2015,26/Mar/2018,3,0,2,853,28/Jun/1969,,16
873,"King, Eunice Z",01/01/2015,,1,1,3,827,04/Nov/1968,,20
874,"Mills, Diane S",01/01/2015,,7,1,2,825,02/Jul/1988,,15
875,"Geraghty, Arthur S",28/04/2015,,3,0,3,853,14/Feb/1988,,16
876,"Bland, Thomas L",16/04/2015,,2,0,3,865,20/May/1986,,15
877,"Gibbs, William A",28/04/2015,,1,0,2,873,01/Jan/1988,,21
878,"Fleet, Diane X",01/01/2015,07/Aug/2021,3,1,2,853,23/Aug/1956,,16
879,"Woodbridge, Roger G",01/01/2015,,8,0,5,860,07/Apr/1982,,17
880,"Parrett, Edward O",17/09/2015,,4,0,4,850,06/Oct/1976,,16
881,"Coppin, Gary B",01/01/2015,,3,0,3,853,16/Jul/1968,,16
882,"Goddard, Frank G",25/05/2015,17/Oct/2016,4,0,5,850,10/Oct/1982,,16
883,"Pryde, Lynnette I",22/03/2015,,3,1,1,881,02/Mar/1972,,17
884,"Crompton, Ripduman X",01/01/2015,,3,1,4,881,27/Jan/1971,,17
885,"Wilson, Christopher G",01/01/2015,,1,0,2,873,10/Jan/1972,,21
886,"Parke, Kathleen X",01/01/2015,,4,1,5,850,18/Sep/1964,,16
887,"Hyslop, Colette E",01/01/2015,,1,1,1,873,11/Jun/1982,,21
888,"Jarvis, Simon R",21/12/2015,15/Mar/2023,2,0,3,865,12/Feb/1971,,15
889,"Parkes, Lynnette T",01/01/2015,06/Jun/2021,10,1,3,807,14/Oct/1969,,16
890,"Geraghty, Nicholas A",26/05/2016,,6,0,5,823,14/May/1968,,17
891,"Sheldrick, Julie X",11/01/2015,,7,1,5,825,14/Apr/1994,,15
892,"Green, Nishma Z",01/01/2015,,6,1,5,823,28/Apr/1974,,17
893,"Cousins, Chi S",01/01/2015,,3,0,3,881,02/Dec/1957,,17
894,"Webb, Harry U",29/07/2017,,5,0,1,806,29/Jul/1997,,16
895,"Bennett, Francis Q",01/01/2015,,4,0,4,886,13/Jul/1953,,17
896,"Rutherford, Gill Z",21/05/2015,,9,1,4,852,24/Dec/1985,,13
897,"Gorton, Phyllis H",20/06/2015,,5,1,1,806,04/Mar/1979,,16
898,"Primrose, Gary I",01/01/2015,,5,0,2,897,16/Aug/1974,,17
899,"Smith, Syed P",17/05/2015,,6,0,1,823,21/Mar/1990,,17
900,"Roberts, Timothy W",01/01/2015,,4,0,5,886,08/Nov/1974,,17
901,"Barrett, Tirzah R",12/12/2015,21/Dec/2022,9,1,3,852,17/Oct/1964,,13
902,"Jarvis, Russell V",01/01/2015,,9,0,5,852,16/Feb/1982,,13
903,"Geraghty, Arthur X",01/01/2015,,8,0,5,860,04/Oct/1981,,17
904,"Crompton, Catherine T",01/01/2015,,6,1,3,823,12/Dec/1972,,17
905,"Gilroy, Selina Y",01/01/2015,,10,1,2,807,02/Jan/1976,,16
906,"Turner, Adrian K",12/02/2016,,3,0,2,881,10/Feb/1986,,17
907,"Brant, Helen S",01/01/2015,,4,1,2,886,10/Feb/1975,,17
908,"Seabrook, Giulio U",01/01/2015,,9,0,4,852,22/Feb/1979,,13
909,"Stevenson, Sarah I",01/01/2015,14/Apr/2015,1,1,1,873,25/Aug/1987,,21
910,"Ewart, Colin F",26/02/2015,04/Feb/2020,9,0,2,908,12/Jan/1982,,14
911,"Geraghty, Sarah E",22/01/2016,,7,1,5,891,19/Jun/1968,,16
912,"Pooley, Jeanne E",09/01/2015,,7,1,1,891,02/May/1968,,16
913,"Sheldrick, Colette Y",23/02/2015,,7,1,3,891,27/Dec/1967,,16
914,"Coppin, Gary M",01/01/2015,,2,0,3,865,19/Oct/1975,,15
915,"Parrett, Colin M",17/02/2015,,2,0,2,865,08/Sep/1990,,15
916,"Parkes, Samantha B",14/05/2015,,5,1,2,897,29/Sep/1967,,17
917,"Woolley, Colin Z",01/01/2015,20/Apr/2018,2,0,5,865,05/Apr/1977,,15
918,"Nielson, Colette H",15/05/2017,,7,1,1,891,11/Feb/1969,,16
919,"Gilroy, Katie U",14/04/2017,,3,1,1,881,19/Feb/1982,,17
920,"Parkes, Jayne P",01/01/2015,27/Aug/2023,5,1,5,897,04/Sep/1977,,17
921,"Geraghty, Venetia O",01/01/2015,23/Apr/2021,10,1,5,905,06/Jan/1995,,17
922,"Morris, Anastasia U",01/01/2015,,6,1,4,823,27/Jul/1983,,17
923,"Turner, Jonathan F",04/12/2015,,4,0,3,886,20/Sep/1975,,17
924,"Mistry, Paul X",01/01/2015,21/May/2022,2,0,2,865,04/Apr/1973,,15
925,"Massie, Anastasia W",20/05/2018,,5,1,5,897,30/Apr/1977,,17
926,"Watt, Simone F",16/01/2016,,5,1,1,897,14/Jul/1972,,17
927,"Mills, Jayne X",21/07/2015,,8,1,3,860,17/Sep/1972,,17
928,"Haigh, Jonathan E",01/01/2015,,1,0,2,873,11/Feb/1981,,21
929,"Richards, Jeanne A",01/01/2015,,1,1,4,873,29/Dec/1956,,21
930,"Mills, Eileen Q",01/01/2015,28/Mar/2023,7,1,3,891,25/May/1988,,16
931,"Choi, Brenda B",01/01/2015,,1,1,3,929,25/Aug/1972,,22
932,"Rutherford, Frank O",29/01/2015,,4,0,5,886,07/Dec/1975,,17
933,"Scholes, Miroslawa F",01/01/2015,17/Jul/2020,2,1,3,924,01/Nov/1981,,16
934,"Jackson, Gary G",01/01/2015,,6,0,4,922,23/Jun/1974,,18
935,"John, Thomas V",01/01/2015,20/Aug/2023,6,0,4,922,31/Dec/1976,,18
936,"Turner, Jayne F",25/04/2015,,8,1,1,860,07/Oct/1986,,17
937,"Murray, Francis O",17/02/2016,30/Apr/2020,1,0,1,929,07/Sep/1979,,22
938,"Gore, Diane G",01/01/2015,,7,1,1,891,18/Feb/1962,,16
939,"Johnson, Janet I",01/01/2015,,7,1,1,938,08/Mar/1990,,17
940,"Mongan, George H",01/01/2015,20/Jun/2019,4,0,2,886,21/Oct/1982,,17
941,"Bland, Jill H",13/03/2017,,4,1,5,940,05/Mar/1983,,18
942,"Dingley, Martin S",04/02/2016,,3,0,1,881,10/Aug/1984,,17
943,"Andrews, Roger U",07/05/2016,,8,0,4,860,02/Aug/1976,,17
944,"Pryde, Tracey Z",01/01/2015,05/Aug/2017,8,1,5,860,18/Jun/1969,,17
945,"Bland, Lesley M",01/01/2015,07/Dec/2019,5,1,3,897,09/Oct/1957,,17
946,"Wynn, Diana V",01/01/2015,,8,1,3,944,03/Feb/1978,,18
947,"Cousins, Paul H",26/04/2016,,3,0,3,942,02/Dec/1971,,18
